3,2.21E-10,-0.52568,0,0.24595,110,-0.0044671
7,9.41E-05,-0.33954,0,0.87963,411,0.00049391
19,4.55E-09,-0.49117,0,0.70863,329,-0.0014776
31,2.36E-05,0.36571,0,0.13158,58,0.0058237
32,0.00038831,0.31009,1,0.014388,8,0.01223
40,1.42E-09,0.50491,0,0.625,282,0.0018733
44,0.00031977,-0.31431,0,0.94311,440,0.00023443
46,5.83E-07,-0.42627,0,0.96178,447,0.00021174
50,4.44E-14,0.6059,0,0.50909,226,0.0026201
51,3.96E-05,0.35618,0,0.1637,67,0.0050001
55,2.43E-09,0.49863,0,0.31169,142,0.0040802
56,1.84E-11,0.55143,0,0.31673,147,0.0043788
57,2.49E-11,0.54837,0,0.16376,68,0.0052137
60,1.26E-13,0.59719,0,0.1682,72,0.0051505
61,2.27E-08,0.47112,0,0.22112,102,0.0044732
63,1.08E-09,-0.50806,0,0.66327,310,-0.0018266
67,9.04E-13,0.57991,1,0.022082,11,0.0088359
73,6.89E-07,0.42378,0,0.096774,47,0.0055284
82,0.00010188,-0.33797,0,0.45277,196,-0.0027438
88,1.26E-08,0.47864,0,0.053004,29,0.0073581
94,3.20E-05,0.36015,0,0.74086,349,0.0011767
95,4.65E-14,0.60552,0,0.61204,275,0.0020661
97,2.24E-06,-0.40559,0,0.78788,371,-0.0008606
102,1.22E-07,0.44867,0,0.57468,254,0.0023519
105,0.00010064,-0.33821,0,0.46844,212,-0.0030748
110,5.53E-05,-0.34986,0,0.30868,141,-0.0034906
114,3.34E-12,0.56788,0,0.4902,220,0.0028475
116,0.00010802,0.33681,1,0.015873,9,0.0097061
120,0.00013911,-0.33172,0,0.92958,432,0.00026517
121,1.77E-09,-0.50237,0,0.4129,177,-0.0027974
122,4.79E-05,-0.3526,0,0.81728,377,-0.0008371
129,0.00024929,-0.31963,0,0.24573,109,-0.0046739
139,2.25E-10,-0.52548,0,0.57721,256,-0.0022989
142,2.09E-06,-0.40667,0,0.094937,46,-0.0059836
144,1.02E-09,-0.50869,0,0.88636,415,-0.00065619
159,7.42E-05,-0.34421,0,0.50163,224,-0.002449
163,6.55E-12,0.56149,0,0.088235,45,0.0055866
164,3.73E-05,0.35731,0,0.27899,129,0.0038266
174,2.24E-09,0.49962,0,0.57798,257,0.0023077
175,3.90E-05,0.35648,0,0.35099,158,0.0033816
181,4.88E-12,0.5643,0,0.63344,289,0.0018737
183,4.46E-14,0.60586,0,0.07047,37,0.0063626
191,2.92E-11,0.5468,0,0.46441,207,0.0026848
193,1.49E-08,0.47646,0,0.07971,42,0.0050961
194,0.00010517,0.33734,0,0.57045,252,0.0015954
195,0.00014164,-0.33135,0,0.71895,337,-0.0013372
198,3.81E-06,-0.39703,0,0.2,92,-0.004725
202,1.30E-10,0.53135,1,0.031847,17,0.0087685
208,4.43E-08,0.4624,0,0.46099,201,0.0030795
209,1.58E-05,-0.37287,0,0.47436,214,-0.0025853
211,3.42E-06,0.39879,0,0.17254,73,0.004405
221,1.86E-08,-0.47366,0,0.15957,65,-0.0050472
223,1.51E-06,0.41174,0,0.16558,71,0.0048823
226,1.90E-05,-0.36958,0,0.74818,352,-0.0014488
228,7.19E-07,0.42314,0,0.90968,426,0.00046767
231,6.00E-08,0.45835,0,0.30769,140,0.0039511
239,1.91E-10,0.52725,0,0.37829,169,0.0030416
243,8.74E-05,0.341,0,0.64029,297,-0.0022933
250,1.15E-05,0.37847,0,0.98947,457,-7.22E-05
252,5.38E-07,0.42747,0,0.36964,167,0.0034913
256,1.95E-05,0.36911,0,0.77181,362,0.0010857
260,1.97E-12,0.5728,0,0.51803,232,0.0027145
264,7.11E-07,0.4233,0,0.23214,104,0.0049421
265,1.28E-08,0.47845,0,0.44444,189,0.0031012
268,0.00025519,-0.31913,0,0.19929,90,-0.0050832
283,1.84E-08,0.47378,0,0.28659,132,0.0040791
285,6.47E-06,-0.38827,0,0.12903,57,-0.0055379
287,4.16E-10,-0.51878,0,0.76393,360,-0.0013881
291,2.55E-06,0.40349,0,0.99023,458,1.86E-05
293,8.20E-06,0.38425,0,0.14576,62,0.0055116
299,1.77E-05,-0.37081,0,0.60825,273,-0.0018168
302,7.58E-07,-0.42233,0,0.17391,74,-0.0044992
303,7.07E-05,0.34514,0,0.46309,206,0.0027792
305,3.81E-08,-0.46439,0,0.40937,175,-0.003119
321,2.07E-07,-0.4413,0,0.46183,203,-0.0031334
326,0.00015886,-0.32901,0,0.55556,244,-0.0020439
331,1.46E-09,-0.50459,0,0.7362,345,-0.0014431
333,3.20E-05,-0.36015,0,0.66771,312,-0.0017416
337,1.55E-07,-0.44533,1,0,1,-0.010224
340,1.71E-10,0.52842,0,0.92926,431,0.00048606
342,5.42E-06,0.39123,0,0.38762,170,0.0034048
344,3.31E-08,0.46621,0,0.16502,69,0.0055618
345,3.01E-17,0.66038,0,0.1993,91,0.0053213
346,3.50E-06,0.39843,0,0.58863,266,0.0020757
354,6.49E-16,0.63875,0,0.43226,186,0.0036023
355,5.95E-15,0.62201,0,0.2549,119,0.004614
356,5.73E-06,0.39029,0,0.66548,311,-0.0018662
363,1.97E-15,0.63049,0,0.36392,164,0.0039881
364,4.18E-10,0.51872,0,0.53156,238,0.0024631
368,6.25E-07,0.42523,0,0.30389,138,0.0037025
369,0.00036626,0.31137,0,0.061889,33,0.0076434
371,1.38E-13,0.59637,1,0.029316,16,0.0081379
378,0.00013185,-0.3328,0,0.78571,370,0.00097421
383,8.14E-10,0.51127,0,0.13937,61,0.0054986
387,3.92E-06,-0.39656,0,0.7013,325,-0.0012669
388,1.84E-05,-0.37014,0,0.73477,344,-0.0012694
389,8.32E-10,-0.51102,0,0.56634,249,-0.0019749
396,8.15E-15,0.61955,1,0.016611,10,0.00857
399,1.35E-05,-0.37561,0,0.43206,185,-0.0031969
402,5.77E-05,0.34905,1,0.023622,13,0.0076728
404,1.70E-08,0.4748,0,0.059375,30,0.0076109
406,8.53E-14,0.60046,0,0.63732,295,0.0017038
412,1.08E-13,0.59849,0,0.050167,28,0.0083192
413,1.11E-09,0.50771,0,0.18092,79,0.0054841
415,3.18E-12,0.56834,0,0.28197,130,0.0041253
424,1.88E-11,-0.55119,0,0.076412,40,-0.0061189
427,4.83E-08,-0.46125,0,0.16554,70,-0.0051741
430,8.24E-06,-0.38416,0,0.15254,64,-0.0051479
441,8.75E-06,-0.38314,0,0.7372,346,-0.0011738
442,3.26E-05,-0.35981,0,0.41497,180,-0.0028578
445,2.58E-05,0.36406,1,0.010239,7,0.0099323
449,4.83E-06,-0.39313,0,0.4623,205,-0.0025569
452,4.50E-08,0.46218,0,0.55305,243,0.0024867
453,1.92E-12,0.57304,0,0.64725,300,0.0018567
464,0.00035197,-0.31224,0,0.93662,437,0.00020309
465,0.00014464,-0.33092,0,0.66071,308,-0.0015238
467,2.44E-09,0.49857,0,0.10159,49,0.0058051
468,2.64E-10,0.52374,0,0.33,151,0.0035639
476,1.30E-15,0.63359,0,0.35667,162,0.0037608
483,7.89E-05,-0.34301,0,0.82315,381,-0.0008594
486,3.20E-08,0.46667,0,0.14841,63,0.0055005
490,8.85E-05,-0.34075,0,0.27181,124,-0.0041949
496,2.42E-05,0.36525,0,0.19255,86,0.0049479
499,2.83E-14,0.6096,0,0.19858,89,0.0047004
506,3.11E-12,-0.56854,0,0.47687,216,-0.0027758
508,2.11E-05,-0.36771,0,0.27246,125,-0.0043421
509,0.00013716,-0.332,0,0.86869,405,-0.00051306
510,9.63E-06,0.38149,0,0.7134,333,0.0012961
513,6.29E-11,0.53895,0,0.73941,348,0.0011052
514,6.05E-07,0.42571,0,0.85953,395,0.0008978
520,0.00012498,-0.33388,0,0.066667,35,-0.0063739
521,0.00013915,0.33171,0,0.69307,324,0.0017754
524,3.05E-14,0.60898,0,0.33108,152,0.0043976
526,6.48E-07,-0.42469,0,0.63946,296,-0.0019999
529,3.17E-06,-0.4,0,0.75,354,-0.0014207
531,8.34E-11,-0.53603,0,0.27458,127,-0.0040631
532,0.00013801,0.33188,0,0.45033,194,0.0030884
534,1.17E-10,0.53249,0,0.069079,36,0.0075121
535,1.16E-15,0.63447,0,0.075658,39,0.0061405
538,0.00035752,-0.3119,0,0.63423,290,-0.0018648
541,5.14E-09,0.48967,1,0.0032258,5,0.0098073
542,2.55E-06,0.40352,0,0.97917,454,-0.00013729
547,5.46E-07,0.42722,1,0.037618,22,0.0075423
551,3.61E-08,-0.46508,0,0.41,176,-0.0031056
555,6.35E-07,-0.425,0,0.44561,191,-0.0027287
556,9.52E-05,0.33931,0,0.67619,316,0.0014459
561,2.41E-06,0.40444,0,0.90997,427,-0.00039577
562,9.56E-09,0.48206,0,0.81533,375,-0.00090443
564,9.13E-07,-0.41952,0,0.43972,187,-0.0029138
566,5.70E-06,-0.39038,0,0.21753,97,-0.0044706
567,5.51E-10,-0.51566,0,0.68259,317,-0.0016566
569,4.59E-05,0.35341,0,0.21502,95,-0.004523
571,4.54E-07,0.42994,0,0.94444,442,-0.00030702
573,0.00011422,-0.33569,0,0.56701,250,0.0019353
577,1.85E-06,0.40862,0,0.58719,265,0.0018595
587,2.14E-08,-0.4719,0,0.42491,183,-0.0029984
591,8.34E-05,0.34193,0,0.37662,168,0.0034337
593,3.30E-06,-0.39935,0,0.41438,179,-0.0031689
597,5.63E-09,0.48856,0,0.62963,286,0.0017678
599,0.00033527,-0.31329,0,0.11513,53,-0.0064861
612,3.74E-15,0.62561,0,0.19048,83,0.0048772
613,5.91E-09,0.48797,0,0.56,246,0.0020745
614,2.70E-07,0.43751,0,0.18893,82,0.0047381
616,4.25E-07,-0.43092,0,0.73737,347,-0.0012572
617,4.70E-07,-0.42946,0,0.21605,96,-0.0047257
618,5.05E-08,-0.46066,0,0.67474,315,-0.0015498
619,1.77E-07,-0.44347,0,0.62222,280,-0.0019093
620,0.00034195,-0.31286,0,0.62284,281,-0.0014543
621,2.49E-15,0.6287,0,0.20213,93,0.0049297
622,8.47E-12,0.55901,0,0.46795,210,0.0027208
625,3.99E-06,-0.39628,0,0.48718,218,-0.0028272
626,7.75E-05,0.34337,0,0.17966,78,0.0053465
628,2.41E-08,0.47037,0,0.24055,108,0.0038845
630,3.79E-08,0.46445,1,0.043189,24,0.0083252
634,0.00015448,0.32958,0,0.83389,386,-0.00093398
637,7.07E-12,0.56075,1,0.037415,20,0.0091994
638,3.18E-05,0.36024,0,0.71935,338,0.0013207
640,0.00010136,-0.33807,0,0.94684,444,0.00020814
641,2.23E-10,0.52557,0,0.35593,161,0.0040538
644,5.46E-11,0.54042,0,0.29329,136,0.003743
653,5.40E-09,0.48907,0,0.19269,87,0.0052063
655,1.08E-06,-0.41703,0,0.63605,293,-0.0016337
658,5.59E-05,-0.34968,0,0.78498,369,-0.0011427
664,0.00018503,-0.32587,0,0.63725,294,-0.0017845
665,1.30E-10,-0.53139,1,0.023179,12,-0.0082228
667,7.31E-06,-0.38619,0,0.57807,258,-0.0021753
670,2.86E-05,-0.36216,0,0.73418,342,-0.0015177
671,3.61E-06,0.3979,0,0.89895,421,0.00045309
673,1.12E-05,0.37882,0,0.64912,302,0.0018006
674,3.91E-07,-0.43216,0,0.10312,50,-0.0053471
675,3.54E-12,-0.56734,0,0.4485,192,-0.0027987
678,1.10E-12,-0.57816,0,0.23368,105,-0.0048154
681,8.45E-05,-0.34166,0,0.31597,146,0.0038613
684,1.12E-06,0.41646,0,0.34385,156,0.0036825
686,6.22E-07,-0.42531,0,0.45724,199,-0.0026975
687,1.26E-05,0.37682,0,0.76056,359,-0.0010148
691,5.04E-15,0.62329,0,0.4811,217,0.0030766
692,0.00013951,-0.33166,0,0.25083,116,-0.0045396
696,6.87E-05,0.34569,0,0.52249,235,0.0025015
697,4.93E-13,0.58533,0,0.60069,271,0.0019834
698,4.75E-06,-0.39341,0,0.68525,319,-0.0015887
703,8.21E-05,0.34223,0,0.86859,404,-0.00065264
706,5.60E-06,-0.39069,0,0.71299,332,-0.0011737
707,0.00036724,-0.31131,0,0.84642,391,-0.00061898
709,7.14E-07,-0.42323,0,0.85614,393,-0.00084173
713,7.13E-08,-0.45603,0,0.53354,239,-0.002327
715,0.00033336,-0.31341,0,0.91379,428,-0.00040869
719,0.00020991,-0.32324,0,0.28767,133,-0.0035907
721,4.06E-05,-0.35572,0,0.53125,237,-0.0024964
727,0.00022285,-0.32199,0,0.88925,416,-0.00049619
728,1.18E-07,0.44916,0,0.059375,31,0.0072212
729,1.06E-05,0.3799,0,0.22615,103,0.0044916
731,6.32E-08,-0.45764,0,0.45928,200,-0.0031442
736,0.00021858,-0.3224,0,0.63574,292,-0.0016325
737,3.12E-05,-0.36062,0,0.85263,392,-0.00078433
740,7.49E-11,-0.53714,0,0.11388,52,-0.0058762
751,2.04E-08,0.47251,1,0.04918,27,0.0070804
755,4.18E-05,0.35518,0,0.50323,225,0.0025751
759,0.00021574,0.32267,0,0.23741,106,0.0042155
764,2.73E-07,0.43734,0,0.078231,41,0.0068899
775,1.67E-07,0.44431,0,0.34839,157,0.0033569
778,8.60E-05,-0.34131,0,0.6918,322,-0.001833
779,1.32E-05,-0.37604,0,0.26846,122,-0.0035131
784,1.62E-09,-0.50341,0,0.17832,76,-0.0051983
787,2.56E-07,-0.43829,0,0.2766,128,-0.00457
791,6.25E-05,0.34752,0,0.2491,114,0.0044874
795,1.59E-05,0.37277,0,0.62058,279,-0.0021509
799,1.06E-05,0.37984,0,0.71134,330,-0.0013614
800,0.00033249,0.31347,0,0.17846,77,0.0031975
801,9.73E-05,-0.33888,0,0.83451,387,-0.00093943
802,1.11E-10,-0.53299,0,0.21935,100,-0.0044414
804,0.00014313,0.33114,0,0.8805,412,0.00066428
807,6.38E-07,0.42493,0,0.94631,443,-0.00029181
810,8.47E-09,0.48356,0,0.21854,99,0.004346
811,1.80E-14,0.61323,0,0.073333,38,0.0067384
812,8.74E-05,-0.341,0,0.7517,355,0.0011762
814,7.08E-08,0.45612,0,0.24903,113,0.003954
815,2.67E-07,-0.43765,0,0.46711,208,-0.0029964
816,2.60E-05,-0.36395,0,0.24742,111,-0.0044797
828,1.97E-05,-0.36891,0,0.71854,335,-0.0014767
829,2.48E-07,0.43873,0,0.87541,409,-0.00071476
831,2.62E-05,-0.36379,0,0.9537,445,-0.00032363
833,9.36E-06,-0.38199,0,0.19077,84,-0.0049402
848,1.25E-06,-0.41466,0,0.81759,378,-0.0010056
852,0.0002014,-0.32411,0,0.83108,384,-0.00084365
855,2.11E-06,-0.40654,0,0.74837,353,-0.0012523
858,1.17E-05,-0.37821,0,0.77551,365,-0.00094849
862,1.76E-05,0.37094,0,0.86755,402,-0.00064687
863,2.67E-12,0.56998,0,0.86347,397,0.00062807
877,2.80E-13,-0.59029,0,0.25,115,-0.0046132
878,1.32E-06,-0.4139,0,0.61745,277,-0.0016899
879,9.51E-06,-0.38172,0,0.11803,55,-0.0065528
894,6.92E-05,-0.34555,0,0.66997,314,-0.0017225
902,3.37E-16,0.64351,0,0.21786,98,0.005395
907,5.55E-08,0.4594,0,0.71854,336,-0.0014983
908,1.12E-06,-0.41647,0,0.65763,307,-0.0013655
909,7.30E-11,-0.53741,0,0.58675,264,-0.0020447
912,2.43E-06,0.40426,0,0.71477,334,0.001503
913,3.24E-09,-0.49522,0,0.22109,101,-0.0051753
915,0.00020081,-0.32417,0,0.77377,363,-0.0011133
919,9.32E-14,0.59972,0,0.66786,313,0.001612
920,6.74E-09,-0.48637,0,0.90228,423,-0.00065732
921,6.27E-08,-0.45777,0,0.51,228,-0.0025241
924,9.25E-06,0.38218,0,0.94098,439,0.00043866
925,4.76E-07,-0.42927,0,0.48966,219,-0.0024731
927,0.00023187,-0.32116,0,0.86598,400,-0.00049632
930,2.73E-06,-0.40241,0,0.96928,450,-0.00026405
939,0.00025785,-0.31891,0,0.86581,399,-0.00053183
951,5.42E-06,-0.39122,0,0.52239,234,-0.0023189
952,1.22E-07,-0.44871,0,0.56803,251,-0.0023113
957,1.14E-07,0.44961,0,0.83934,389,0.00091488
958,3.39E-08,0.46593,0,0.88487,414,0.00067862
962,0.00014736,-0.33054,0,0.8172,376,-0.0012213
973,9.89E-07,0.41831,0,0.85662,394,-0.00059436
980,4.99E-05,-0.35181,0,0.42345,181,-0.003084
999,2.37E-08,-0.47058,0,0.62976,287,-0.0017547
1003,3.55E-06,-0.3982,0,0.42434,182,-0.003143
1006,0.00021077,-0.32316,0,0.58644,263,-0.0020232
1010,3.61E-08,0.46508,0,0.82935,383,0.00088599
1012,3.69E-10,0.52008,0,0.16054,66,0.0053761
1016,1.92E-08,0.47328,0,0.61538,276,0.0020966
1020,2.64E-05,-0.36368,0,0.80909,374,0.00097383
1023,2.61E-11,0.54791,0,0.77818,368,0.0011478
1024,3.15E-09,0.49556,0,0.53741,240,0.0024169
1025,1.21E-05,-0.37754,0,0.12131,56,-0.0054733
1033,8.16E-06,-0.38433,0,0.25444,118,-0.0044837
1051,6.66E-08,-0.45694,0,0.93506,435,-0.00044538
1054,4.11E-09,-0.49239,0,0.69205,323,-0.0015317
1063,2.48E-10,-0.52444,0,0.36735,166,-0.0036404
1068,1.61E-06,0.41079,0,0.30449,139,0.0041769
1070,2.76E-06,0.40227,0,0.45091,195,0.0027283
1086,1.45E-07,0.44625,1,0.047945,26,0.0066091
1087,0.00017178,-0.3274,0,0.96417,448,0.00021964
1090,0.00026007,-0.31873,0,0.86392,398,-0.00069834
1093,1.78E-06,-0.40919,0,0.98577,456,0.00012721
1094,2.58E-08,-0.46947,0,0.46129,202,-0.0030889
1096,2.68E-08,-0.46896,0,0.86885,406,-0.00053892
1098,0.00017461,0.32707,0,0.44118,188,0.0027744
1099,3.63E-12,0.56709,0,0.34237,155,0.0032274
1118,8.34E-06,0.38396,0,0.5915,268,0.0019489
1124,2.82E-05,-0.36243,0,0.6871,320,-0.001561
1129,6.74E-07,0.42411,0,0.58416,261,0.002154
1136,4.05E-05,-0.35577,0,0.83654,388,-0.00087692
1149,3.66E-05,-0.35766,0,0.7322,341,-0.0014668
1155,1.11E-05,0.37904,0,0.89073,417,0.00041215
1177,0.00029987,-0.31569,0,0.99359,459,-6.74E-05
1190,0.00013935,-0.33168,0,0.76552,361,0.0011191
1197,1.14E-05,-0.37859,0,0.47619,215,-0.0028873
1204,3.33E-11,-0.54548,0,0.5,223,-0.0027445
1211,2.26E-06,0.40544,0,0.1875,81,0.0053943
1212,0.0001697,0.32765,1,0.042345,23,0.0075878
1213,1.64E-06,0.41049,0,0.19732,88,0.0050638
1222,4.13E-05,-0.35537,0,0.83333,385,-0.00080134
1238,0.00021569,-0.32268,0,0.72822,339,-0.0012945
1243,6.87E-05,-0.34571,0,0.66292,309,-0.0013583
1246,9.44E-05,-0.33948,0,0.084459,43,-0.0067683
1248,1.03E-05,-0.38031,0,0.70695,327,-0.001566
1263,0.00013698,-0.33203,0,0.61935,278,-0.0018226
1267,2.60E-15,0.62839,1,0,2,0.029811
1274,4.01E-08,-0.4637,0,0.31229,144,-0.0034922
1275,1.43E-06,-0.41267,0,0.62876,285,-0.0021119
1279,4.54E-08,0.46205,1,0.0033898,6,0.01603
1284,2.14E-05,-0.36745,0,0.77389,364,-0.0010325
1285,1.48E-06,0.4121,0,0.57468,255,0.0020979
1293,0.0002956,0.316,0,0.97059,451,0.00015578
1294,0.00012652,0.33364,0,0.89873,420,-0.00082936
1300,0.00010329,0.3377,0,0.94427,441,-0.00030498
1304,0.00023085,-0.32125,0,0.74426,350,-0.0010087
1309,3.80E-05,0.35697,0,0.98058,455,6.94E-05
1311,1.41E-05,-0.37487,0,0.90252,424,-0.00038586
1321,0.00013538,-0.33227,0,0.57193,253,-0.0021265
1325,5.09E-07,0.42827,0,0.33893,154,0.0032557
1341,8.94E-07,0.41985,1,0.04698,25,0.0068432
1352,7.48E-12,-0.56021,0,0.46945,213,-0.0028571
1357,1.41E-07,-0.44663,0,0.65541,306,-0.0017876
1358,3.97E-05,-0.35612,0,0.33555,153,-0.0038799
1360,2.24E-19,0.69156,1,0,3,0.032586
1362,4.32E-06,0.39496,0,0.13455,59,0.0056426
1368,6.33E-05,-0.34728,0,0.13608,60,-0.0052426
1369,4.30E-06,-0.39505,0,0.56081,248,-0.0021664
1402,1.62E-05,0.37244,0,0.53898,242,-0.002181
1405,2.86E-06,-0.40169,0,0.59866,269,-0.0017238
1406,8.81E-05,-0.34085,0,0.93092,433,-0.00030027
1413,4.04E-05,-0.35579,0,0.64158,298,-0.0016287
1416,0.00038727,-0.31015,0,0.24013,107,-0.0043121
1423,4.07E-07,0.43156,0,0.82292,380,-0.00069558
1427,1.95E-07,-0.44213,0,0.17687,75,-0.0049115
1433,7.92E-05,-0.34294,0,0.063758,34,-0.0070753
1435,3.83E-05,-0.35679,0,0.63542,291,-0.001666
1457,0.0002955,-0.31601,0,0.2947,137,-0.0036059
1462,0.00014997,-0.33019,0,0.7037,326,-0.0013934
1468,2.03E-06,0.40712,0,0.36,163,0.0036115
1471,3.40E-05,0.35899,0,0.82026,379,-0.001087
1476,2.69E-05,0.3633,0,0.20486,94,0.0050213
1479,3.41E-07,0.43412,0,0.71186,331,0.0013212
1481,4.77E-06,0.39335,0,0.52698,236,0.0026329
1486,1.01E-06,0.41799,0,0.46835,211,0.0027685
1487,1.57E-07,0.44519,0,0.11551,54,0.0056441
1492,0.00010147,0.33805,0,0.38801,171,0.0030903
1495,0.00019165,-0.32514,0,0.80702,373,-0.00093549
1496,6.29E-08,0.45771,0,0.19178,85,0.0051132
1498,2.05E-07,-0.44142,0,0.4966,222,-0.0023653
1504,2.17E-07,-0.44064,0,0.62799,284,-0.0017366
1506,0.00026693,0.31818,0,0.74747,351,-0.0013124
1509,0.00012518,0.33385,0,0.29097,135,0.0041895
1512,8.60E-06,-0.38344,0,0.31313,145,-0.0036535
1530,9.32E-06,0.38206,0,0.97742,453,0.00021723
1533,0.00022335,-0.32194,0,0.29085,134,-0.0036283
1535,0.000392,0.30989,0,0.64286,299,0.0020089
1545,0.00014235,0.33125,0,0.10131,48,0.006082
1546,2.04E-05,-0.36828,0,0.53846,241,-0.0023927
1547,2.88E-08,0.46804,0,0.50987,227,0.0027365
1556,8.67E-05,-0.34116,0,0.86774,403,-0.00054998
1562,2.79E-09,0.49699,1,0.035714,19,0.0085489
1563,1.49E-05,0.37392,0,0.90282,425,0.00049975
1565,0.00024551,-0.31995,0,0.58966,267,-0.0018103
1573,1.46E-05,0.37432,0,0.96751,449,-9.60E-05
1584,0.00015153,0.32998,0,0.25166,117,0.0043537
1586,0.00029233,0.31624,0,0.55678,245,-0.0020114
1593,6.61E-07,0.42438,1,0.032573,18,0.008049
1598,1.40E-06,0.41298,0,0.91844,429,0.00035561
1615,1.89E-07,0.4426,0,0.89508,418,-0.00041318
1625,7.14E-10,0.51274,0,0.40206,174,0.0032633
1631,5.47E-07,0.4272,0,0.9194,430,-0.00033469
1632,2.00E-06,0.40738,0,0.64948,303,0.0020073
1641,0.00033054,0.3136,0,0.31908,148,-0.0036023
1642,5.75E-07,-0.42646,0,0.44904,193,-0.0025947
1651,1.03E-05,0.38036,0,0.93907,438,-0.00058919
1653,2.67E-11,0.54768,0,0.86971,407,0.00058005
1654,7.92E-05,0.34294,0,0.77739,366,0.0011347
1662,9.42E-05,0.33952,0,0.88276,413,-0.0010184
1675,1.24E-06,0.41487,0,0.2716,123,0.0044534
1678,7.73E-05,0.34341,0,0.3931,172,-0.0034524
1689,7.26E-07,0.42299,0,0.64883,301,0.0018428
1692,1.40E-08,0.47728,0,0.45552,198,0.0028927
1701,5.84E-08,0.45871,0,0.51342,230,0.0027607
1703,2.94E-05,0.36166,0,0.84039,390,-0.00088526
1705,1.38E-06,0.41322,1,0.028939,15,0.0073725
1707,0.00022997,0.32133,0,0.51645,231,-0.002987
1709,6.03E-06,0.38945,0,0.41414,178,0.0029737
1710,9.39E-10,0.50964,1,0.026667,14,0.008472
1711,5.36E-10,0.51595,0,0.46715,209,0.0028882
1712,2.12E-06,0.40648,0,0.73448,343,0.0013871
1716,4.66E-07,0.42957,0,0.97068,452,-0.00018081
1717,1.02E-07,0.45118,0,0.77778,367,-0.0010653
1727,4.43E-05,0.35408,0,0.24825,112,0.0042199
1732,7.44E-05,0.34415,0,0.72887,340,-0.0013575
1748,9.70E-06,0.38138,0,0.085034,44,0.0046768
1754,9.75E-06,0.38128,0,0.40203,173,0.0033045
1756,2.05E-05,0.3682,0,0.5129,229,0.0026662
1757,6.34E-08,0.45761,0,0.60068,270,0.0017404
1758,0.00015505,0.32951,0,0.8,372,-0.0011402
1762,3.95E-08,0.46392,0,0.52041,233,0.0024064
1763,5.00E-05,0.35178,0,0.44521,190,-0.0028207
1764,2.82E-10,0.52305,0,0.9364,436,0.00039379
1768,1.35E-05,0.37566,0,0.60465,272,0.0021656
1772,0.0002852,0.31677,0,0.36392,165,0.0035807
1787,1.15E-09,0.50735,0,0.65493,305,0.0018048
1789,2.80E-06,0.402,0,0.49196,221,0.002702
1790,5.72E-05,0.34921,0,0.63066,288,-0.0022696
1796,5.50E-05,-0.34996,0,0.46207,204,-0.0028577
1797,0.00035262,0.3122,0,0.58553,262,-0.0018883
1802,5.00E-06,0.39255,0,0.57986,259,0.0021462
1804,1.96E-05,0.36902,0,0.68944,321,0.001546
1805,2.98E-05,0.36144,0,0.35333,159,0.0032164
1807,2.99E-05,0.36137,0,0.75578,358,-0.0013604
1808,4.46E-05,0.35396,0,0.90175,422,-0.00065489
1812,4.31E-09,0.49181,0,0.18567,80,0.0048693
1819,6.18E-07,-0.4254,0,0.82736,382,0.00099063
1825,2.28E-05,0.36631,0,0.70714,328,0.0017037
1831,1.55E-08,0.47596,0,0.060201,32,0.007181
1833,1.26E-07,0.44819,0,0.1049,51,0.005778
1839,3.12E-05,0.36059,0,0.89734,419,-0.00064615
1840,2.58E-05,0.36409,0,0.42908,184,0.0031057
1843,0.00017295,0.32726,0,1,460,-1.85E-05
1847,9.25E-08,0.45249,0,0.32484,150,0.0038984
1848,9.46E-06,0.3818,0,0.96,446,0.00021144
1851,7.89E-10,0.51161,0,0.86747,401,0.00082061
1855,2.26E-06,0.40545,0,0.45333,197,0.0026725
1857,6.19E-05,0.3477,0,0.32237,149,0.0042728
1871,0.00016194,0.32862,0,0.68333,318,-0.0017698
1874,6.84E-05,0.34579,0,0.93262,434,-0.00027832
1890,1.40E-08,0.47726,0,0.35556,160,0.0032761
1892,0.00012179,0.3344,0,0.64968,304,0.0017314
1893,4.51E-07,0.43006,0,0.26168,120,0.0036852
1900,1.48E-07,0.44603,0,0.2649,121,0.0045129
1909,0.00017352,0.3272,0,0.27336,126,0.0041287
1912,0.0002247,0.32182,1,0.037415,21,0.0074883
1913,3.64E-05,0.35773,0,0.2852,131,0.0042441
1915,2.96E-06,0.40114,0,0.3121,143,0.004366
1930,8.30E-05,0.34203,0,0.85993,396,-0.00073754
1931,7.66E-08,-0.45506,0,0.7541,356,-0.0012817
1944,3.20E-06,0.39989,0,0.60915,274,0.0014717
1981,3.22E-05,0.36004,0,0.56066,247,0.0021988
1985,1.72E-07,0.4439,0,0.7551,357,0.0012288
1992,2.79E-07,-0.43705,0,0.62667,283,-0.0020993
1994,2.00E-05,-0.36872,0,0.87805,410,-0.0004883
2014,3.05E-06,0.40062,0,0.87213,408,0.00074616
2060,0.00033293,-0.31344,0,0.58052,260,-0.0021206
2083,7.95E-07,0.42163,0,1,461,5.14E-06
2271,6.83E-10,0.51324,1,0,4,0.019317
